order_id,customer_id,product_id,quantity,order_date,status
768,97,32,4,2025-11-19,completed
769,148,31,1,2026-03-06,completed
770,116,11,2,2026-08-12,completed
771,82,2,3,2025-09-12,completed
772,44,22,1,2025-10-18,cancelled
773,24,36,1,2025-11-16,completed
774,8,46,4,2026-07-06,completed
775,112,39,2,2026-07-26,completed
776,49,14,3,2025-10-16,completed
777,170,17,5,2026-06-05,completed
778,101,4,1,2025-12-25,completed
779,93,4,2,2026-05-04,completed
780,161,43,3,2025-10-09,completed
781,53,2,1,2025-12-06,completed
782,30,31,1,2026-01-22,completed
783,170,32,4,2026-03-17,completed
784,48,25,5,2026-07-20,completed
785,115,12,3,2026-03-09,completed
786,58,17,4,2026-04-08,pending
787,193,10,1,2026-06-10,completed
788,89,43,1,2025-10-14,pending
789,142,15,5,2026-03-25,completed
790,138,27,5,2026-03-12,completed
791,122,16,5,2026-04-26,completed
792,147,33,1,2026-03-16,cancelled
793,31,10,5,2026-06-14,cancelled
794,55,11,2,2026-04-12,pending
795,21,28,1,2025-10-29,returned
796,38,41,2,2026-04-05,pending
797,18,47,3,2026-01-05,completed
798,84,36,4,2026-06-06,cancelled
799,180,1,4,2026-05-19,completed
800,107,8,4,2026-05-20,completed
801,195,38,5,2026-06-12,returned
802,200,37,1,2025-10-16,completed
803,106,23,5,2026-01-19,completed
804,156,37,4,2026-07-27,completed
805,37,26,3,2025-11-22,completed
806,102,3,4,2026-08-09,cancelled
807,191,4,2,2026-02-11,completed
808,87,2,3,2026-01-10,pending
809,126,18,3,2026-01-28,cancelled
810,35,15,1,2026-08-11,completed
811,187,18,3,2026-04-09,completed
812,114,13,1,2026-07-22,completed
813,133,49,4,2026-03-22,cancelled
814,17,11,5,2025-09-23,completed
815,200,9,4,2026-05-12,cancelled
816,50,12,1,2026-06-13,cancelled
817,9,16,1,2025-12-06,completed
818,95,18,2,2026-02-26,pending
819,32,41,4,2026-05-11,completed
820,153,32,3,2025-12-27,completed
821,90,36,5,2026-04-25,completed
822,8,19,1,2026-01-05,completed
823,55,50,5,2025-11-17,cancelled
824,53,44,2,2026-07-23,completed
825,200,2,5,2026-03-23,returned
826,34,31,1,2026-08-10,completed
827,65,15,1,2026-06-29,completed
828,97,28,3,2026-01-29,cancelled
829,120,14,3,2026-04-18,completed
830,150,26,5,2026-05-19,completed
831,166,36,3,2026-05-14,completed
832,28,44,3,2026-01-17,completed
833,84,41,3,2026-02-14,cancelled
834,39,13,3,2026-01-06,completed
835,104,39,1,2025-12-27,completed
836,7,47,2,2026-08-09,completed
837,104,27,3,2026-01-24,completed
838,147,46,5,2025-09-13,pending
839,137,44,2,2026-02-17,completed
840,77,33,3,2026-04-26,pending
841,76,12,5,2026-07-28,completed
842,144,47,3,2025-10-30,pending
843,23,42,3,2025-11-27,completed
844,85,27,3,2025-12-18,completed
845,31,30,3,2026-06-21,completed
846,159,38,5,2026-07-16,completed
847,175,8,5,2025-12-03,completed
848,39,4,4,2026-01-25,completed
849,146,27,3,2025-12-06,cancelled
850,184,21,2,2026-04-17,completed
851,162,22,4,2025-10-06,returned
852,116,1,1,2026-02-02,completed
853,41,49,5,2025-11-20,completed
854,112,40,2,2025-10-10,completed
855,99,31,4,2026-03-20,completed
856,96,47,2,2026-05-26,returned
857,5,13,5,2026-02-06,completed
858,178,15,2,2026-07-12,cancelled
859,99,7,2,2026-02-01,completed
860,12,5,2,2026-01-29,completed
861,134,47,4,2026-01-21,completed
862,35,44,4,2026-02-14,completed
863,49,49,3,2026-05-03,completed
864,58,15,1,2026-03-20,completed
865,6,47,2,2025-11-01,completed
866,183,24,1,2025-11-20,completed
867,66,41,4,2025-09-14,pending
868,13,39,1,2026-07-11,completed
869,177,4,1,2026-07-26,completed
870,141,8,4,2026-04-10,completed
871,178,14,2,2026-08-20,completed
872,170,27,3,2025-08-30,completed
873,156,40,3,2026-05-19,completed
874,185,33,1,2026-03-28,completed
875,128,7,1,2026-01-17,completed
876,52,34,3,2025-12-06,completed
877,11,11,3,2026-03-23,completed
878,61,22,4,2025-12-10,completed
879,147,8,1,2026-08-04,completed
880,131,50,1,2025-11-10,completed
881,60,42,3,2025-10-16,completed
882,13,30,3,2026-01-24,completed
883,93,19,1,2025-11-23,pending
884,30,48,4,2026-02-02,completed
885,170,9,1,2025-09-18,completed
886,160,29,3,2026-02-10,completed
887,47,22,3,2025-10-12,completed
888,99,18,4,2026-03-18,completed
889,43,42,4,2026-04-27,completed
890,27,11,1,2026-08-17,completed
891,174,37,4,2026-06-24,completed
892,92,50,4,2026-07-04,completed
893,125,31,2,2026-08-11,completed
894,17,3,4,2026-03-24,completed
895,174,46,1,2026-02-02,completed
896,172,15,5,2026-06-17,cancelled
897,180,45,5,2026-05-18,completed
898,89,31,2,2026-04-04,completed
899,143,10,4,2026-07-20,cancelled
900,165,1,1,2026-07-05,cancelled
901,43,32,4,2026-05-11,completed
902,85,16,3,2026-05-04,returned
903,141,15,5,2025-09-20,completed
904,118,6,2,2026-03-20,completed
905,128,6,4,2026-06-15,completed
906,168,48,4,2025-10-25,completed
907,143,3,4,2026-03-20,completed
908,164,40,5,2025-10-11,completed
909,168,14,5,2026-05-13,completed
910,58,4,3,2026-02-16,pending
911,159,50,5,2026-02-11,completed
912,116,46,3,2026-07-28,completed
913,88,1,2,2026-07-29,completed
914,134,36,3,2026-07-16,completed
915,127,11,1,2025-10-19,completed
916,157,17,1,2026-03-23,completed
917,118,14,4,2025-10-26,pending
918,194,7,3,2025-12-01,completed
919,198,8,5,2026-07-16,cancelled
920,35,33,5,2026-04-17,returned
921,13,48,5,2025-08-28,completed
922,131,31,5,2026-04-04,pending
923,188,12,5,2025-11-24,pending
924,154,43,4,2025-10-18,completed
925,108,25,5,2026-02-06,returned
926,102,18,2,2026-08-15,returned
927,36,9,4,2026-01-23,completed
928,180,20,5,2026-08-19,completed
929,56,41,5,2026-02-02,completed
930,89,44,3,2026-07-11,cancelled
931,139,33,2,2025-11-01,completed
932,91,49,1,2026-02-07,completed
933,182,43,5,2026-06-20,completed
934,4,28,3,2026-05-26,completed
935,14,10,4,2025-09-07,completed
936,42,49,3,2025-12-06,returned
937,16,10,3,2026-08-10,completed
938,139,49,2,2026-01-24,completed
939,173,40,1,2026-04-14,completed
940,61,25,5,2025-12-18,completed
941,171,45,3,2026-08-17,completed
942,176,27,4,2026-03-09,completed
943,191,1,1,2026-06-04,completed
944,163,15,4,2026-07-09,completed
945,151,49,3,2026-07-23,completed
946,186,50,2,2026-06-30,returned
947,175,12,4,2026-01-23,completed
948,97,8,5,2025-11-22,completed
949,34,17,5,2026-01-15,completed
950,120,22,1,2026-01-03,completed
951,83,10,1,2025-11-13,completed
952,78,43,5,2026-07-12,completed
953,19,23,5,2026-06-15,pending
954,48,15,5,2026-02-04,completed
955,140,27,2,2026-05-11,completed
956,55,15,3,2025-10-12,completed
957,56,19,3,2026-02-11,returned
958,144,31,5,2026-07-08,pending
959,172,8,1,2026-07-24,completed
960,63,40,5,2025-12-27,returned
961,30,25,3,2026-08-10,completed
962,133,2,3,2026-05-29,pending
963,115,33,5,2026-03-05,completed
964,132,21,2,2026-01-24,completed
965,138,50,2,2025-10-14,completed
966,172,14,1,2026-07-12,completed
967,53,7,4,2025-12-13,completed
968,19,42,4,2026-08-20,completed
969,184,30,1,2025-11-12,completed
970,46,4,1,2025-10-09,pending
971,59,37,1,2026-06-07,cancelled
972,162,29,4,2026-03-22,completed
973,173,25,1,2026-02-03,completed
974,194,5,5,2025-08-29,completed
975,129,23,1,2025-09-18,completed
976,23,39,3,2026-08-12,completed
977,170,26,4,2026-04-07,completed
978,35,15,5,2025-11-14,completed
979,37,41,3,2026-06-01,completed
980,142,1,3,2026-07-23,cancelled
981,2,3,1,2025-11-06,completed
982,22,36,5,2026-03-15,completed
983,166,27,2,2026-02-18,cancelled
984,57,12,2,2025-11-06,completed
985,47,8,2,2026-01-02,completed
986,141,49,1,2026-06-12,completed
987,172,19,1,2026-06-03,completed
988,149,47,2,2025-10-15,completed
989,172,9,3,2026-02-11,completed
990,18,40,3,2025-10-16,cancelled
991,85,29,4,2026-02-04,completed
992,145,10,5,2026-01-29,completed
993,2,11,4,2026-02-03,completed
994,93,18,4,2025-12-17,completed
995,115,30,4,2026-02-11,completed
996,28,36,4,2026-01-29,completed
997,36,18,1,2026-07-02,cancelled
998,161,47,3,2025-12-04,completed
999,162,33,1,2025-10-03,completed
1000,197,26,5,2026-06-19,completed
